run,train_mse,train_mae,train_rmse,test_mse,test_mae,test_rmse,run_minutes,LR
1,0.007269759288496699,0.03845328482523092,0.08526288341650604,0.010148779331802584,0.054050394495069216,0.10074115014135278,8.234588678751606,0.0005
2,0.00991150907719966,0.05683819254047442,0.09955656220058857,0.015218442455197706,0.07270961329500145,0.12336305141815238,8.76257626908288,0.0005
3,0.01092721442321799,0.048124266298592414,0.10453331728792495,0.011038763895772158,0.06050408295835449,0.10506552191738333,7.747027625318151,0.0005
