run,train_mse,train_mae,train_rmse,test_mse,test_mae,test_rmse,run_minutes,LR
1,0.009132078308590039,0.05269271613868815,0.09556190825109155,0.010177282460349301,0.060128353732585585,0.10088251811066822,20.415794280202437,0.001
2,0.008898079491136378,0.044856016770733455,0.0943296320947791,0.00915686191700508,0.05545900223975665,0.09569149344118881,20.337404288766752,0.001
3,0.00731190412653239,0.04024618700255321,0.08550967270743345,0.008037276061980049,0.051429278621508145,0.08965085644867007,20.473477762099357,0.001
