run,train_mse,train_mae,train_rmse,test_mse,test_mae,test_rmse,run_minutes,LR
1,0.014177433491597015,0.04981384186407268,0.119069028263428,0.012136477013623147,0.06107845272428526,0.11016567983552386,7.924853506113868,0.001
2,0.00756350520733079,0.04154042702948563,0.08696841499838197,0.014960105155234956,0.06429630701345004,0.12231150867859883,8.935251511020276,0.001
3,0.010424971709772834,0.04734250575195505,0.10210275074537822,0.011309737551939866,0.061019605465420866,0.10634724985602527,7.946950888218513,0.001
