run,train_mse,train_mae,train_rmse,test_mse,test_mae,test_rmse,run_minutes,LR
1,0.007486244249845901,0.0419897435757406,0.08652308506893348,0.009067465486554257,0.05260944868109652,0.09522324026493878,20.6308394028844,0.0005
2,0.007676304327580043,0.045219326400774466,0.08761452121412319,0.008980415313233956,0.05475890112433335,0.0947650532276216,20.69592319475099,0.0005
3,0.010874309127051195,0.04917017818063593,0.10427995553821068,0.011039186624006833,0.05731015305868525,0.10506753363435745,20.676530803817634,0.0005
