run,train_mse,train_mae,train_rmse,test_mse,test_mae,test_rmse,run_minutes,LR
1,0.00887590371356396,0.048792071031179496,0.09421201469857207,0.013477030049989264,0.0644504323175521,0.11609061137744629,8.714360561365417,0.002
2,0.007797533164047362,0.04001436191620896,0.08830364185042065,0.01031138898336989,0.0555342356157191,0.1015450096428667,8.02827898641505,0.002
3,0.016666796525822217,0.05836425395373482,0.12909994781494769,0.012233219681912386,0.06878604355633011,0.11060388637797673,8.210376867403587,0.002
