run,train_mse,train_mae,train_rmse,test_mse,test_mae,test_rmse,run_minutes,LR
1,0.006430900279365891,0.036428867151365445,0.08019289419497148,0.008696003270764767,0.05143096057501836,0.09325236335216801,20.561655635914455,0.002
2,0.017176574539819706,0.07875863248099238,0.13105943132724066,0.019716638087378363,0.09212266017280617,0.14041594669900695,20.577319211299375,0.002
3,2.1368009368849403,1.067297755442964,1.4617800576300597,1.8560516334247947,1.0430066740588024,1.3623698592617186,20.409217606100718,0.002
